,text,is_misinfo,cleaned_text
5928,The globally pushed vaccine agenda is the beginning of the global depopulation program &amp; human enslavement system. They ban doctors or scientists that try to warn you of the evil Big Pharma injections program. Don’t take the jab jab of the beast. Corona has a 99% survival rate. https://t.co/jZKKqwzR7n,1,The globally pushed vaccine agenda is the beginning of the global depopulation program &amp; human enslavement system. They ban doctors or scientists that try to warn you of the evil Big Pharma injections program. Dont take the jab jab of the beast. Corona has a % survival rate.
5929,"everytime i hear this vaccine/depopulation conspiracy, i am dumbfounded by the irony of people tweeting these things out.

if you really believe the gov't wants to kill you that badly, log off or leave the country because they have too much access to you as is.",0,"everytime i hear this vaccine/depopulation conspiracy, i am dumbfounded by the irony of people tweeting these things out.if you really believe the gov't wants to kill you that badly, log off or leave the country because they have too much access to you as is."
5930,I don't want to say told you so about AstraZeneca... but told you so. I'm in my 30s and will refuse to take this dangerous vaccine. I do not want to risk getting deadly blood clots.,1,I don't want to say told you so about AstraZeneca... but told you so. I'm in my s and will refuse to take this dangerous vaccine. I do not want to risk getting deadly blood clots.
5931,Pharmaceutical Industries aka #BigPharma pushing gene therapy under the false label vaccine to avoid lawsuits https://t.co/UPb6kzXE0m,1,Pharmaceutical Industries aka pushing gene therapy under the false label vaccine to avoid lawsuits
5932,"HYDROXYCHLOROQUINE for all...NO experimental gene therapy ""vaccine"" ...NO masks!  OPEN the Country!  AMERICANS for FREEDOM!",1,"HYDROXYCHLOROQUINE for all...NO experimental gene therapy ""vaccine"" ...NO masks! OPEN the Country! AMERICANS for FREEDOM!"
5933,Check out Elizabeth Scott5167's video! #TikTok https://t.co/gQ4nwF1T9z HAS ZERO COVID AND REJECTS POISON VACCINE,1,Check out Elizabeth Scott5167's video! HAS ZERO COVID AND REJECTS POISON VACCINE
5934,I haven't heard of any kids dying from the COVID-19. There has to be some but very few are reported. So what is the science of vaccinating a 6 month old child? Why would they take an untested vaccine for a virus that has little to no chance of killing them? I dont get it.,1,I haven't heard of any kids dying from the COVID-19. There has to be some but very few are reported. So what is the science of vaccinating a month old child? Why would they take an untested vaccine for a virus that has little to no chance of killing them? I dont get it.
5935,It’s not a vaccine it’s a gene therapy https://t.co/lceehuPsym,1,Its not a vaccine its a gene therapy
5936,Fighting stigma —  InnovationRx: The Stimulus Plan And AstraZeneca Covid-19 Vaccine Suspension Fallout: A clinical trial of a gene therapy for patients with Alzheimer's disease is underway at University of California San Diego. Using clear masks can help… https://t.co/H8lMh0cxA3,1,Fighting stigma InnovationRx: The Stimulus Plan And AstraZeneca Covid-19 Vaccine Suspension Fallout: A clinical trial of a gene therapy for patients with Alzheimer's disease is underway at University of California San Diego. Using clear masks can help
5937,Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids https://t.co/sANojbwT5x https://t.co/seukAuttNc,1,Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids
5938,Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids https://t.co/osqbSQ3F3e,1,Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids
5939,Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids https://t.co/ZdWO5NxSbJ https://t.co/yELGnVIdZB,1,Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids
5940,Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids https://t.co/7OsXsqkNzB,1,Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids
5941,Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids https://t.co/qPh4m9z4iG,1,Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids
5942,Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids https://t.co/c6ISitElFU https://t.co/Uec0p1LFWf,1,Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids
5943,Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids https://t.co/Efv7KgdH92,1,Using Herd Immunity Excuse for Gene Therapy Vaccine onKids
5944,Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids https://t.co/cIjT31SmSq,1,Using Herd Immunity Excuse for Gene Therapy Vaccine onKids
5945,⁦@freeWorld2⁩ Moderna: U.S. Paying Twice for Unproven Vaccine | https://t.co/Gv5M8tKZJw https://t.co/YApmyTLNmQ,1,Moderna: U.S. Paying Twice for Unproven Vaccine |
5946,Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids https://t.co/jL18T2OtXC,1,Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids
5947,#Doctor Warns Experimental #COVID “#Vaccine” Actually “Dangerous Gene Therapy”: https://t.co/jGb83RIQuF.,1,Warns Experimental Actually Dangerous Gene Therapy: .
5948,Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids https://t.co/7WJKdX7WFp,1,Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids
5949,"Dr. Hotze on the Dangers of the COVID-19 Vaccine.
https://t.co/HanNTFAXHl via @hotzehealth 

The synthetic mRNA experimental gene therapy turns on the production of COVID-19 proteins, but it has no off switch.",1,"Dr. Hotze on the Dangers of the COVID-19 Vaccine. via The synthetic mRNA experimental gene therapy turns on the production of COVID-19 proteins, but it has no off switch."
5950,Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids https://t.co/nzIc2NOFaY https://t.co/ngUL3FQlQ3,1,Using Herd Immunity Excuse for Gene Therapy Vaccine on Kids
5951,"Let the *Officials* take the KILLER VACCINE 😈 first and on ""LIVE TELEVISION""🤔",1,"Let the *Officials* take the KILLER VACCINE first and on ""LIVE TELEVISION"""
5952,"Thats awesome!!!!!! That will save some people being poisoned with the eugenecist poison for depopulation 
UK to be hit by ‘significant reduction’ in Covid vaccine supplies within a fortnight, prompting rollout change – leaked NHS letter https://t.co/DzYgVX8mZR",1,"Thats awesome!!!!!! That will save some people being poisoned with the eugenecist poison for depopulation UK to be hit by significant reduction in Covid vaccine supplies within a fortnight, prompting rollout change leaked NHS letter"
5953,"fascism in action for souped up flu with one purpose poison you with a fake vaccine a poison for depopulation
Mandatory ‘freedom bracelets’? Israel OKs Covid tracking tech after ‘satisfied volunteers’ prefer it to military-run quarantines https://t.co/UEPLXxdfps",1,fascism in action for souped up flu with one purpose poison you with a fake vaccine a poison for depopulationMandatory freedom bracelets? Israel OKs Covid tracking tech after satisfied volunteers prefer it to military-run quarantines
5954,Covid-19 is a flu seasonal flu. If you don't believe this check out CDC. The so-called vaccine that government wants you to take gene therapy. Vaccines give you no immunity to a virus and spreading the virus. I hope you invested in vaccine you're taking they're making billions!,1,Covid-19 is a flu seasonal flu. If you don't believe this check out CDC. The so-called vaccine that government wants you to take gene therapy. Vaccines give you no immunity to a virus and spreading the virus. I hope you invested in vaccine you're taking they're making billions!
5955,This shit is getting real ! Vaccine passports and giving this experimental gene therapy to kids ! God stop the madness!,1,This shit is getting real ! Vaccine passports and giving this experimental gene therapy to kids ! God stop the madness!
5956,"Dr. Steven Hotze M.D., a conservative activist and medical professional out of Houston, Texas, wants Americans to know the COVID-19 shot is not technically a “vaccine” and is actually “a dangerous, experimental gene therapy.” https://t.co/8L0x1hQVFd",1,"Dr. Steven Hotze M.D., a conservative activist and medical professional out of Houston, Texas, wants Americans to know the COVID-19 shot is not technically a vaccine and is actually a dangerous, experimental gene therapy."
5957,"Do not get the experimental gene therapy shot, misrepresented as a “vaccine”

https://t.co/PgOApPxMKX",1,"Do not get the experimental gene therapy shot, misrepresented as a vaccine"
5958,"#ReflectingFarrakhan

Woman afraid of Microscopic real 3D model of the corona virus COVID-19 https://t.co/6765hqwHnO

 https://t.co/rMhCqR6XdP🎉🎉

Subscribe to https://t.co/zuMPRT4k17 Today ✅

The Covid-19 Vaccine and the U.S. policy of depopulation",1,afraid of Microscopic real D model of the corona virus COVID-19 to Today The Covid-19 Vaccine and the U.S. policy of depopulation
5959,"Interesting piece on Covid “Vaccine(s)”. The so-called COVID-19 “vaccine” is not a vaccine at all. It is an experimental gene therapy. The Center for Disease Control (CDC) gives the definition of the term vaccine on its website, ht…https://t.co/ubnPvsuJzZ https://t.co/KSRVBGY0os",1,"Interesting piece on Covid Vaccine(s). The so-called COVID-19 vaccine is not a vaccine at all. It is an experimental gene therapy. The Center for Disease Control (CDC) gives the definition of the term vaccine on its website, ht"
5960,out of curiousity my ex posted about an article about bill gates in connection of Covid19 hmmm it seems the vaccine will solved the depopulation 🤔 https://t.co/s3F3se1EIC,1,out of curiousity my ex posted about an article about bill gates in connection of Covid19 hmmm it seems the vaccine will solved the depopulation
5961,#WarRoom HR2: Bombshell! Doctor Warns Covid Vaccine Dangerous Experimental Gene Therapy https://t.co/RFu1EItrks via @BitChute,1,HR2: Bombshell! Doctor Warns Covid Vaccine Dangerous Experimental Gene Therapy via
5962,"https://t.co/7qAucxE34Z

InfoWars War Room – 03/17/2021 – Bombshell: Doctor Warns COVID Vaccine Dangerous Experimental Gene Therapy

#Infowars #OwenShroyer #AlexJones #MAGA #Trump #Biden #COVID19 #vaccines #Fauci  #DemocratsAreDestroyingAmerica
#TRUMP2024ToSaveAmerica",1,War Room /17/2021 Bombshell: Doctor Warns COVID Vaccine Dangerous Experimental Gene Therapy
5963,AND MARATHI MANOOS IS BORN WITH A SPECIAL BRAIN OF ELIMINATION OF RULES. IT WAS SO OBVIOUS WHEN DOWN CENTER SHOULD HAVE RUSHED VACCINE TO MAHA AND SOME LARGER CITIES TO COVER 25% OF POPULATION. ALL WRITINGS ON WALL - ANOTHER MASTER STROKE FROM THE MAN IN POWER.,1,AND MARATHI MANOOS IS BORN WITH A SPECIAL BRAIN OF ELIMINATION OF RULES. IT WAS SO OBVIOUS WHEN DOWN CENTER SHOULD HAVE RUSHED VACCINE TO MAHA AND SOME LARGER CITIES TO COVER % OF POPULATION. ALL WRITINGS ON WALL - ANOTHER MASTER STROKE FROM THE MAN IN POWER.
5964,"It’s An Experiential Gene Therapy Not A Vaccine...

#SaveAmerica",1,Its An Experiential Gene Therapy Not A Vaccine...
5965,"Today, WHO Scientist: ‘No Documented Death’ Linked to COVID-19 Vaccine. That is not believable on face value. An untested vaccine, no one dies after 100s of millions of doses. That's a ridiculous statement. We trust these guys? Why do we trust these guys? @POTUS",1,"Today, WHO Scientist: No Documented Death Linked to COVID-19 Vaccine. That is not believable on face value. An untested vaccine, no one dies after s of millions of doses. That's a ridiculous statement. We trust these guys? Why do we trust these guys?"
5966,"I find it funny when people say “it’s not a vaccine; it’s gene therapy” like it’s a bad thing and trying to dissuade me. One, ya wrong. Two, lol Bruh, my genes need all the therapy they can get load me up.",1,"I find it funny when people say its not a vaccine; its gene therapy like its a bad thing and trying to dissuade me. One, ya wrong. Two, lol Bruh, my genes need all the therapy they can get load me up."
5967,#WarRoom HR1: Bombshell! Doctor Warns Covid Vaccine Dangerous Experimental Gene Therapy https://t.co/gLt0ZI7Xj9 via @BitChute,1,HR1: Bombshell! Doctor Warns Covid Vaccine Dangerous Experimental Gene Therapy via
5968,"mRNA “vaccines” are gene therapies. They fulfill the definitions of gene therapy and none of the definitions for a vaccine. This matters, as you can't mandate a gene therapy against COVID &amp; more than you can force the population to undergo gene therapy for cancer.",1,"mRNA vaccines are gene therapies. They fulfill the definitions of gene therapy and none of the definitions for a vaccine. This matters, as you can't mandate a gene therapy against COVID &amp; more than you can force the population to undergo gene therapy for cancer."
5969,I REFUSE TO BE INJECTED WITH A EXPERIMENTAL GENE THERAPY DRUG AKA: CHINA VIRUS VACCINE.,1,I REFUSE TO BE INJECTED WITH A EXPERIMENTAL GENE THERAPY DRUG AKA: CHINA VIRUS VACCINE.
5970,"FULL SHOW: Bombshell: Doctor Warns COVID Vaccine Dangerous Experimental Gene Therapy

https://t.co/IXg9jmpGeI",1,FULL SHOW: Bombshell: Doctor Warns COVID Vaccine Dangerous Experimental Gene Therapy
5971,"You can suck your poison vaccine up your ass! Come in sing along

https://t.co/2nDLsv7OUE",1,You can suck your poison vaccine up your ass! Come in sing along
5972,When is a Vaccine not a Vaccine? – Answer When it is an Experimental Gene Therapy https://t.co/DHnQw8cZkO,1,When is a Vaccine not a Vaccine? Answer When it is an Experimental Gene Therapy
5973,"Italy pursues manslaughter investigation against AstraZeneca killer vaccine.https://t.co/MPjUGBph4m

— Rocco Galati (@roccogalatilaw) March 17, 2021",1,"Italy pursues manslaughter investigation against AstraZeneca killer vaccine. Rocco Galati () March ,"
5974,"Physical Therapist, 28, Dies Two Days After Receiving ‘Covid-19 Vaccine’ (genetically-manipulating gene therapy) https://t.co/utgQuUikpK",1,"Physical Therapist, , Dies Two Days After Receiving Covid-19 Vaccine (genetically-manipulating gene therapy)"
5975,TRUMP PLEASE DONT PROMOTE THIS DANGEROUS VACCINE @DonaldJTrumpJr,1,TRUMP PLEASE DONT PROMOTE THIS DANGEROUS VACCINE
5976,"ASA! Dear Beloved family, praying you are well. Check out this article about this COVID-19 that bears witness to our beloved Ministers Farrakhan’s warning and message about depopulation. We are watching Allah speak on these things. https://t.co/vhmAf4Vxf6 https://t.co/i2iCunxiB6",1,"ASA! Dear Beloved family, praying you are well. Check out this article about this COVID-19 that bears witness to our beloved Ministers Farrakhans warning and message about depopulation. We are watching Allah speak on these things."
5977,"Not so keen to read the side effects from a jab of experimental, genetically modified, mRNA gene therapy?  I wonder why?

https://t.co/aIdND7nNgX",1,"Not so keen to read the side effects from a jab of experimental, genetically modified, mRNA gene therapy? I wonder why?"
5978,"out of twitter jail for suggesting people take bleach instead of the vaccine if they want a great reaction 

apparently that was 'threatening'

nah, it was just pointing out the absurdness of taking an untested vaccine that has more adverse effects than the virus itself",1,"out of twitter jail for suggesting people take bleach instead of the vaccine if they want a great reaction apparently that was 'threatening'nah, it was just pointing out the absurdness of taking an untested vaccine that has more adverse effects than the virus itself"
5979,"Doctor warns experimental covid vaccine actually dangerous gene therapy 
#Texas #USA
#Schweiz #Deutschland #Oesterreich #Italia #France
#Polska 
https://t.co/SWNnKCgvLC",1,Doctor warns experimental covid vaccine actually dangerous gene therapy
5980,The Depopulation Agenda - Bill Gates Plan to Kill You https://t.co/kEsdNNQOq8,1,The Depopulation Agenda - Bill Gates Plan to Kill You
5981,It's not a vaccine.  It's untested gene therapy.  The FDA has not approved any of these.  It's in experimental phase.  The experiment is YOU.  They skipped animal testing.  Your immune system will never recover by making it harder for you to combat the tiniest of viruses.  FACTS!,1,It's not a vaccine. It's untested gene therapy. The FDA has not approved any of these. It's in experimental phase. The experiment is YOU. They skipped animal testing. Your immune system will never recover by making it harder for you to combat the tiniest of viruses. FACTS!
5982,"So sad to hear the massive genocide of the vaccine 
 that contain chipsand foreign DNA that changes your DNA to Genetic Modified Being wake up America  . Lets take back our planet spread Love no more deadly Vaccine",1,So sad to hear the massive genocide of the vaccine that contain chipsand foreign DNA that changes your DNA to Genetic Modified Being wake up America . Lets take back our planet spread Love no more deadly Vaccine
5983,"Doctor Warns Experimental COVID “Vaccine” Actually “Dangerous Gene Therapy”
https://t.co/TlY8M4o3JO",1,Doctor Warns Experimental COVID Vaccine Actually Dangerous Gene Therapy
5984,"Doctor Exposes COVID-19 Vaccine Fraud &amp; Danger

Texas doctor reveals the truth about the COVID-19 vaccine that MSM is refusing to admit in regards to experimental gene therapy.

https://t.co/98t4kzzA2R",1,Doctor Exposes COVID-19 Vaccine Fraud &amp; DangerTexas doctor reveals the truth about the COVID-19 vaccine that MSM is refusing to admit in regards to experimental gene therapy.
5985,"Bombshell: Doctor Warns Covid Vaccine Dangerous Experimental Gene Therapy – Watch Live
https://t.co/EBo7BnqNHO",1,Bombshell: Doctor Warns Covid Vaccine Dangerous Experimental Gene Therapy Watch Live
5986,"A Texas doctor reveals the truth about the COVID-19 vaccine the MSM is refusing to admit in regards to experimental gene therapy.

https://t.co/98t4kzzA2R",1,A Texas doctor reveals the truth about the COVID-19 vaccine the MSM is refusing to admit in regards to experimental gene therapy.
5987,"Everyone needs to understand what this doctor lays out about the experimental covid gene therapy ""vaccine""... Please watch and share with your loved ones!

https://t.co/mFyIu9CsqK",1,"Everyone needs to understand what this doctor lays out about the experimental covid gene therapy ""vaccine""... Please watch and share with your loved ones!"
5988,When is a Vaccine not a Vaccine? – Answer When it is an Experimental Gene Therapy https://t.co/ReVzQ9Js4p via @https://twitter.com/UnityNewsNet,1,When is a Vaccine not a Vaccine? Answer When it is an Experimental Gene Therapy via ://
5989,More vaccine? Oh you mean experiment gene therapy! Vaccine is something completely different just saying!🤔,1,More vaccine? Oh you mean experiment gene therapy! Vaccine is something completely different just saying!
5990,Bill Gates said they could use vaccine for depopulation in 2010:  https://t.co/lQAHC4khti,1,Bill Gates said they could use vaccine for depopulation in :
5991,"Owen Shroyer is LIVE! as ""Bombshell: Doctor Warns Covid Vaccine Dangerous Experimental Gene Therapy"" 
https://t.co/wwbbwYx4an 
@DanScavino @DonaldJTrumpJr @TuckerCarlson @thewinningmedia @MarkSteynOnline @JackPosobiec @NetworksManager @MrAndyNgo @drsimonegold @JamesTodaroMD",1,"Owen Shroyer is LIVE! as ""Bombshell: Doctor Warns Covid Vaccine Dangerous Experimental Gene Therapy"""
5992,"So, when folks start dropping like flies from the long-term effects of this untested vaccine and their families can't sue the drug makers, I wonder if they will still consider those that didn't take it as ""macho?"" https://t.co/5ZTZ8jfgcj",1,"So, when folks start dropping like flies from the long-term effects of this untested vaccine and their families can't sue the drug makers, I wonder if they will still consider those that didn't take it as ""macho?"""
5993,"Dr. Steven Hotze M.D., out of Houston, Texas, wants Americans to know the COVID-19 shot is not technically a “vaccine” and is actually “a dangerous, experimental gene therapy.”

https://t.co/PkkZBxhnrR",1,"Dr. Steven Hotze M.D., out of Houston, Texas, wants Americans to know the COVID-19 shot is not technically a vaccine and is actually a dangerous, experimental gene therapy."
5994,"Does this rushed vaccine mission seem like the solution they came up with for the world's overpopulation problem?

Or is it just me....",1,Does this rushed vaccine mission seem like the solution they came up with for the world's overpopulation problem?Or is it just me....
5995,Yea! We have completely defeated the common flu! No one has gotten it in at least 15 months! Of course we going crazy and taking totally untested vaccines for something that has the same death rate. Of course the vaccine can give you Bells Palsey and Anafilaxis and kill you!,1,Yea! We have completely defeated the common flu! No one has gotten it in at least months! Of course we going crazy and taking totally untested vaccines for something that has the same death rate. Of course the vaccine can give you Bells Palsey and Anafilaxis and kill you!
5996,🤔Doctor Warns Experimental COVID “Vaccine” Actually “Dangerous Gene Therapy” https://t.co/2LlQw1MOev,1,Doctor Warns Experimental COVID Vaccine Actually Dangerous Gene Therapy
5997,When is a Vaccine not a Vaccine? – Answer When it is an Experimental Gene Therapy – Unity News Network https://t.co/d6i7WNwH05,1,When is a Vaccine not a Vaccine? Answer When it is an Experimental Gene Therapy Unity News Network
5998,"""The so-called COVID-19 vaccine is not a vaccine at all. It’s a dangerous, experimental gene therapy,"" - Dr. Steven Hotze M.D., from Houston, Texas.

 #vtpoli #Safety",1,"""The so-called COVID-19 vaccine is not a vaccine at all. Its a dangerous, experimental gene therapy,"" - Dr. Steven Hotze M.D., from Houston, Texas."
5999,Doctor Warns Experimental COVID “Vaccine” Actually “Dangerous Gene Therapy” https://t.co/177TT2iUan,1,Doctor Warns Experimental COVID Vaccine Actually Dangerous Gene Therapy
6000,"I’d rather get covid again than get a super rushed vaccine for it tbh. 
I ✨ do ✨ not ✨ trust ✨ big ✨ pharma ✨",1,Id rather get covid again than get a super rushed vaccine for it tbh. I do not trust big pharma
6001,"I have natural immunity, my body was designed with it; something that's taken 6 million years to develop. Biden wants to force me to trust and take an unproven vaccine developed less than a year ago with only an emergency use authorization issued by the FDA?",1,"I have natural immunity, my body was designed with it; something that's taken million years to develop. Biden wants to force me to trust and take an unproven vaccine developed less than a year ago with only an emergency use authorization issued by the FDA?"
6002,"Group Leader, Cell Culture, Gene Therapy, - Chesterfield, Missouri - Pfizer #ScienceJobs https://t.co/k1yZ4GPQAQ",1,"Group Leader, Cell Culture, Gene Therapy, - Chesterfield, Missouri - Pfizer"
6003,Why on Earth do ppl not understand. The jab does NOT protect you it makes no difference whether you have it or not. Gov’t yes Gov’t say you still can have or pass the virus on regardless. FFS ppl it’s NOT a vaccine it’s GENE Therapy. The end is not in sight!!,1,Why on Earth do ppl not understand. The jab does NOT protect you it makes no difference whether you have it or not. Govt yes Govt say you still can have or pass the virus on regardless. FFS ppl its NOT a vaccine its GENE Therapy. The end is not in sight!!
6004,EU sets out virus pass plan to allow free travel by summer https://t.co/B49d7hhKeg No.  We do not need a virus pass.  To give in and allow this will lead to further extortion on the part of Globalist.  The Covid Pandemic is a fraud.  It is the vaccine that is the bioweapon!,1,EU sets out virus pass plan to allow free travel by summer No. We do not need a virus pass. To give in and allow this will lead to further extortion on the part of Globalist. The Covid Pandemic is a fraud. It is the vaccine that is the bioweapon!
6005,"told ja! american republicans, those who would most likely be in the know cuz they are the largest demographic of oppressors &amp; greed. They know NOT to take the vaccine. They know it's the NWO's method of depopulation. White-supremacist soup anyone?",1,"told ja! american republicans, those who would most likely be in the know cuz they are the largest demographic of oppressors &amp; greed. They know NOT to take the vaccine. They know it's the NWO's method of depopulation. White-supremacist soup anyone?"
6006,"told ja! american republicans, those who would most likely be in the know cuz they are the biggest demographic of oppressors. Know NOT to take the vaccine. They know it's the NWO's method of depopulation. White-supremacist soup anyone?",1,"told ja! american republicans, those who would most likely be in the know cuz they are the biggest demographic of oppressors. Know NOT to take the vaccine. They know it's the NWO's method of depopulation. White-supremacist soup anyone?"
6007,mRNA “vaccines” created by Moderna and Pfizer are gene therapies. They fulfill all the definitions of gene therapy and none of the definitions for a vaccine. Any one know more about this and its relationship to the deaths caused by the vaccine they are using?,1,mRNA vaccines created by Moderna and Pfizer are gene therapies. They fulfill all the definitions of gene therapy and none of the definitions for a vaccine. Any one know more about this and its relationship to the deaths caused by the vaccine they are using?
6008,"Group Leader, Cell Culture , Gene Therapy - North Carolina - Morrisville, North Carolina - Pfizer #ScienceJobs https://t.co/lqGUIDmSev",1,"Group Leader, Cell Culture , Gene Therapy - North Carolina - Morrisville, North Carolina - Pfizer"
6009,Not in a rush to get a rushed vaccine,1,Not in a rush to get a rushed vaccine
6010,"Italy pursues manslaughter investigation against AstraZeneca  killer vaccine.

https://t.co/X7SjUzdVI3",1,Italy pursues manslaughter investigation against AstraZeneca killer vaccine.
6011,"No ""vaccine"" for me even though I am older.  1. I already had it, 2. Hydroxychloroquine and Ivermectin are effective against the virus (MSM and social media suppression of the truth) Experimental Gene therapy, not a vaccine!

https://t.co/wggWpxiYrX",1,"No ""vaccine"" for me even though I am older. . I already had it, . Hydroxychloroquine and Ivermectin are effective against the virus (MSM and social media suppression of the truth) Experimental Gene therapy, not a vaccine!"
6012,"If the 'God Complex' that drives Bill Gates for our idolisation, binned the depopulation &amp; vaccine soapbox in favour of say buying all abandoned Toys R Us's, &amp; converting into homeless shelters. Maybe people would start to like him more. #justathought https://t.co/91hwlD2fMF",1,"If the 'God Complex' that drives Bill Gates for our idolisation, binned the depopulation &amp; vaccine soapbox in favour of say buying all abandoned Toys R Us's, &amp; converting into homeless shelters. Maybe people would start to like him more."
6013,Covid 19 “vaccine”. Doctors are calling it “experimental gene therapy”. This injection does not produce a normal immune response. It uses MessengerRNA from aborted children which joins your DNA. It tells your DNA to permanently produce the “spike protein” COVID-19 &amp; no off switch https://t.co/0rBOpGTqV1,1,Covid vaccine. Doctors are calling it experimental gene therapy. This injection does not produce a normal immune response. It uses MessengerRNA from aborted children which joins your DNA. It tells your DNA to permanently produce the spike protein COVID-19 &amp; no off switch
6014,The Israeli Vaccine Holocaust Just Got Worse: They Are Now Told That They Can Have Their Freedoms Back Only If They Take The Vaccines! https://t.co/vJvvQHwwQP #IsraeliCrimes #israel #COVID #CovidVaccine #depopulation #propaganda,1,The Israeli Vaccine Holocaust Just Got Worse: They Are Now Told That They Can Have Their Freedoms Back Only If They Take The Vaccines!
6015,"70 COVID-19 cases reported at Toronto South jail outbreak, 36 variants of concern https://t.co/yHM2UkEvGv What do you want to bet these inmates have been poisoned?  The media and government officials will call it covid.  It is all about forcing you to take the vaccine bioweapon!",1,"COVID-19 cases reported at Toronto South jail outbreak, variants of concern What do you want to bet these inmates have been poisoned? The media and government officials will call it covid. It is all about forcing you to take the vaccine bioweapon!"
6016,"It's a experimental gene therapy and not a vaccine as we're used to.

BTW the manufactures has received immunity and 
btw the ""vaccine"" is not approved.",1,"It's a experimental gene therapy and not a vaccine as we're used to.BTW the manufactures has received immunity and btw the ""vaccine"" is not approved."
6017,"How many more people have to die or get seriously ill from the poison vaccines before people realise the truth? There is no pandemic, never was one. The vaccine is gene altering therapy, an experiment. Wake up World https://t.co/e4Sqi1iuQA",1,"How many more people have to die or get seriously ill from the poison vaccines before people realise the truth? There is no pandemic, never was one. The vaccine is gene altering therapy, an experiment. Wake up World"
6018,Novartis is teaming up with the Gates Foundation to develop a gene therapy for sickle cell disease; the World Health Organization reports a drop in global cases of COVID-19; storms hinder vaccine rollout across the United States. https://t.co/iWEvmpcrkp,1,Novartis is teaming up with the Gates Foundation to develop a gene therapy for sickle cell disease; the World Health Organization reports a drop in global cases of COVID-19; storms hinder vaccine rollout across the United States.
6019,"Check out this excellent article from @ParentProjectMD about COVID-19 vaccinations. We want to thank them for educating and informing families that might consider gene therapy as an option for their loved ones in the future. 
https://t.co/jViDo8SJ0l",1,Check out this excellent article from about COVID-19 vaccinations. We want to thank them for educating and informing families that might consider gene therapy as an option for their loved ones in the future.
6020,Stop calling it a vaccine. It’s a experimental synthetic gene therapy injection. Pharmaceuticals are falsely calling it a vaccine because they are immune by law from lawsuits from adverse affects of “vaccines”. Check out DR Steve Hotze @HotzeHealth https://t.co/0KJUuqlaBq RT RT,1,Stop calling it a vaccine. Its a experimental synthetic gene therapy injection. Pharmaceuticals are falsely calling it a vaccine because they are immune by law from lawsuits from adverse affects of vaccines. Check out DR Steve Hotze RT RT
6021,"More vaccine/gene therapy concerns. 
 https://t.co/QGQWwRZoLa",1,More vaccine/gene therapy concerns.
6022,When is a Vaccine not a Vaccine? – Answer When it is an Experimental Gene Therapy https://t.co/2yvJAWL96U via @https://twitter.com/UnityNewsNet,1,When is a Vaccine not a Vaccine? Answer When it is an Experimental Gene Therapy via ://
6023,"Political role under fire in European AstraZeneca vaccine suspensions https://t.co/PoLJbod34l 

I have to mock how Drugcompany and WHO tried to sell and promote potential deadly vaccine: 
Get vaccinated and you shall receive a free bucket of Asbesto to sniff from",1,Political role under fire in European AstraZeneca vaccine suspensions I have to mock how Drugcompany and WHO tried to sell and promote potential deadly vaccine: Get vaccinated and you shall receive a free bucket of Asbesto to sniff from
6024,Trump urging his supporters to take a rushed vaccine that has undergone very limited testing rubs me the wrong way.,1,Trump urging his supporters to take a rushed vaccine that has undergone very limited testing rubs me the wrong way.
6025,When is a Vaccine not a Vaccine? – Answer When it is an Experimental Gene Therapy https://t.co/8ReJmPuInQ via @https://twitter.com/UnityNewsNet,1,When is a Vaccine not a Vaccine? Answer When it is an Experimental Gene Therapy via ://
6026,When is a Vaccine not a Vaccine? – Answer When it is an Experimental Gene Therapy – Unity News Network https://t.co/xMdjSx0B8i,1,When is a Vaccine not a Vaccine? Answer When it is an Experimental Gene Therapy Unity News Network
6027,"Senior Scientist, Gene Therapy - Cambridge, Massachusetts - Pfizer #ScienceJobs https://t.co/ijaeWlGhB4",1,"Senior Scientist, Gene Therapy - Cambridge, Massachusetts - Pfizer"
6028,"Attention all psychics who claim the Covid gene therapy packaged &amp; sold as a vaccine is safe &amp; has no adverse injuries...

Please DM me with Friday’s Lotto Max!

Otherwise ZIP IT!",1,Attention all psychics who claim the Covid gene therapy packaged &amp; sold as a vaccine is safe &amp; has no adverse injuries...Please DM me with Fridays Lotto Max!Otherwise ZIP IT!
6029,"Run get your untested vaccine so you can still wear a mask and social distance
Stupid is as stupid does",1,Run get your untested vaccine so you can still wear a mask and social distanceStupid is as stupid does
